title,label
2019-2학기 분할납부 4회 신청자 2차 납부(4-2 Tuition installment payment guideline) 만료,0
2019학년도 겨울 계절제 수강희망 교과목 수요조사 안내 만료,0
교직과정 이수예정자 응급처치 및 심폐소생술 교육(9/25),0
2019-2차 실험실 환경안전의무교육 실시안내,0
2019학년도 2학기 중간고사 개방 강의실 안내,0
2020학년도 전기 국제학대학원 입학설명회 안내,0
2020학년도 1학기 재입학 일반전형 안내(Re-Admission Application Guidelines - General Round for 2020 1st semester),0
2019년 2학기 예비군훈련 안내,0
2020년 2월 졸업신청 확인 및 변경 안내(Changing Application Status for February 2020 Graduation),0
2019학년도 현장 교사 초빙 워크샵 II,0
"2019학년 2학기 국제캠퍼스 교양기초, 대학교양, 전공 중간시험 시간표",0
2019학년도 2학기 대학별 중간고사 시간표 만료,0
"2019학년도 2학기 신촌캠퍼스 교양기초, 대학교양 중간시험 시간표",0
서울대학교 2019학년도 겨울학기 국내대학 학점 교류 수학 안내 만료,0
2020학년도 1학기 캠퍼스내 소속변경 전형 안내 ,0
"2019학년도 2학기 신촌캠퍼스 고양기초, 대학교양 중간 시험시간표",0
2019학년도 신촌캠퍼스 대학교양 중간시험 시간표,0
"2019학년도 2학기 신촌캠퍼스 대학교양, 교양기초 중간 시험시간표",0
계명대학교 2019학년도 겨울 계절학기 국내대학 학점교류 수학 안내 만료,0
중앙대학교  2019학년도 겨울 계절학기 수학안내 만료 공통,0
2019-2학기 분할납부 4회 신청자 4차 납부(4-4 Tuition installment payment guideline) 만료,0
2020학년도 연세대학교 간호대학 학사편입 설명회,0
2019학년도 동절기 난방시행계획 안내,0
고려대학교  2019년도 겨울학기 국내교환 학점교류 수학안내 만료,0
한국예술종합학교  2019학년도  겨울학기 국내대학 수학안내 만료,0
2019-2학기 학생건강공제회 [2차] 추가가입 및 이용안내(요약),0
이화여자대학교  2019학년도 겨울 계절학기 국내대학 학점교류 수학안내 만료,0
성균관대학교  2019학년도  겨울 계절학기 국내대학 학점 교류 수학 안내 만료,0
영남대학교 2019학년도 겨울 계절학기 국내대학 학점 교류 수학 안내 만료 공통,0
2019학년도 2학기 학부 강의정보 공유를 위한 설문 실시 안내 만료,0
2020학년도 1학기 캠퍼스내 소속변경 면접 대상자 확인,0
울산과학기술원 2019학년도 겨울 계절학기 국내대학 학점교류 수학 안내 만료,0
2020학년도 1학기 재입학 특별전형 안내(Re-Admission Application Guidelines - Special Round for 2020 1st semester),0
한국외국어대학교  2019학년도 겨울 계절학기 국내교환 학점교류 수학안내 만료,0
울산대학교  2019학년도 겨울 계절학기 국내대학 학점교류  수학안내 만료 ,0
제60기 한국어 교원양성과정 모집 안내,0
2020학년도 교직과정 이수예정자 추가 선발,0
한국과학기술원 2019학년도 겨울 계절학기 국내교환 학점교류 수학 안내 만료,0
서강대학교  2019학년도  겨울 계절학기 국내교환 학점교류 수학안내 만료,0
2019학년도 겨울 계절제수업 폐강 과목 안내(1차),0
2020학년도 캠퍼스간 소속변경 전형 요강,0
(구)연세웹메일 서비스 종료 안내 공통 학술정보원,0
2020년 2월 졸업신청 최종 변경 안내(Last Application Period for February 2020 Graduation),0
2019년도 겨울 계절제수업 국내대학 교환학생(타대생) 학사안내 만료,0
성신여자대학교  2019학년도 겨울 계절학기 학점교류 수학안내 만료,0
2020-1학기 전공신청 및 전공진입 확인 기간 안내,0
2019학년도 겨울 계절제수업 폐강 과목 안내(1차),0
2020년 2월 교원자격증 발급 신청: 12. 4. ~ 12. 10.,0
2019학년도 겨울 계절제수업 등록 안내 만료,0
한남대학교 2019학년도 겨울 계절학기 국내대학 학점교류 수학 안내 만료,0
2019학년도 2학기 기말고사 개방강의실 안내,0
2020학년도 1학기 재입학 일반전형 합격자 발표,0
건물 적정 난방온도 준수 안내 ,0
2020학년도 1학기 캠퍼스내 복수전공 신청 안내,0
2020학년도 1학기 졸업예정자 복수전공 전형 안내,0
2019학년도 겨울 계절제수업 최종 폐강 과목 안내 만료,0
2019학년도 2학기 대학별 기말고사 시간표 만료,0
동절기 한파에 따른 동파예방 협조의뢰,0
전주대학교 2019학년도 겨울 계절학기 국내대학 학점 교류 수학 안내 만료,0
크리스마스 트리 점등식,0
"2019학년 2학기 국제캠퍼스 교양기초, 대학교양, 전공 기말시험 시간표",0
2019학년도 겨울 계절제수업 추가 등록안내 만료,0
2019 재학생 만족도 설문 조사,0
[일정변경]2020-1 학부/일반대학원 등록금 분할납부 신청안내(Tuition Installment Plan for Undergrad & General grad) 만료,0
"2019학년도 2학기 신촌캠퍼스 교양기초,대학교양 기말시험 시간표",0
2019학년도 2학기 학부 성적 확인 안내 만료,0
2020학년도 1학기 신촌캠퍼스 생활관 입사 신청,0
2020학년도 1학기 학부 휴학 및 복학 신청 안내(일정 변경),0
포항공과대학교 2020학년도 1학기 국내교환대학 학점교류 수학 안내,0
실험장비 급수용 호스에 대한 누수 방지대책 안내,0
2020학년도 1학기 캠퍼스내 연계전공 신청 안내,0
[일정변경]2020-1 전문/특수대학원 등록금 분할납부 신청안내(Tuition Installment Plan for Special & Professional grad) 만료,0
2020년 국가직 지역인재 7급 수습직원 선발시험 대상자 추천 접수,0
2019학년도 연말정산용 교육비납입증명서 발급 안내 만료,0
2020-1학기 일반대학원 신입생 등록안내 만료,0
2020-1학기 전문/특수대학원 신입생 등록안내 만료,0
2020학년도 1학기 재입학 특별전형 합격자 발표 만료,0
서울대학교 2020학년도 1학기 국내대학 학점 교류 수학 안내 만료,0
2019 겨울방학 기간 신촌캠퍼스 셔틀버스 운행시간,0
2019학년도 겨울 계절제 학부 강의정보 공유를 위한 설문 실시 안내 만료,0
2019 겨울방학 기간 국제캠퍼스 셔틀버스 운행시간표,0
2020-1학기 전공신청 및 전공진입 확인 기간 안내(글로벌인재대학),0
울산과학기술원 2020학년도 1학기 국내대학 학점교류 수학 안내 만료,0
2020학년도 캠퍼스간 소속변경 합격자 확인,0
영남대학교 2020학년도 1학기 국내대학 학점 교류 수학 안내 만료,0
계명대학교 2020학년도 1학기 국내대학 학점교류 수학 안내 만료,0
중앙대학교 2020학년도 1학기 국내대학 학점교류 수학 안내 만료 ,0
고려대학교 2020학년도 1학기 국내교환 학점교류 수학안내 만료,0
한국예술종합학교 2020학년도 1학기 국내대학 수학안내 만료,0
2019 연세대 학부생 학습‧생활 설문에 참여하고 에어팟 받으세요!,0
윤동주기념관 개관 봉헌식,0
울산대학교 2020학년도 1학기 국내대학 학점교류 수학안내 만료,0
학사경고자 학사지도 안내,0
한국외국어대학교 2020학년도 1학기 국내교환 학점교류 수학안내 만료,0
김용학 총장 이임예배,0
성균관대학교 2020학년도 1학기 국내대학 학점 교류 수학 안내 만료,0
이화여자대학교 2020학년도 1학기 국내대학 학점교류 수학안내 만료,0
2020학년도 1학기 선택교양 일몰 교과목 재수강 지정 목록 및 신청 안내 만료 ,0
백양로 지하주차장 바닥청소 안내,0
한국과학기술원 2020학년도 1학기 국내교환 학점교류 수학 안내 만료,0
"신촌캠퍼스 생활관 입사신청 안내문- 학부신입생(음악대학), 편입학신입생 대상- (Sinchon Campus, Dormitory Application Guide for Department of Music Freshmen and Transfer Freshmen Students)",0
제19대 서승환 총장 취임식,0
제19대 서승환 총장 취임식 취소 안내,0
2020학년도 1학기 신촌캠퍼스 생활관 대기자 접수 안내(2020-1st Semester Sinchon Campus Waiting List Application Guide) ,0
2020-1학기 점심나눔 신청 안내 ,0
연세대학교 2020학년도 편입생 학사안내 연기 안내 만료 ,0
전주대학교 2020학년도 1학기 국내대학 학점 교류 수학 안내 만료 ,0
광주과학기술원 2020학년도 1학기 국내교환 학점교류 수학 안내 만료,0
[일정변경]2020-1학기 재학생 등록 안내(Registration Guideline for current students) 만료,0
2020학년도 연세대학교 학부대학 신입생 학사지도 안내 ,0
서강대학교 2020학년도 1학기 국내교환 학점교류 수학안내 만료,0
2020학년도 1학기 학생건강공제회 가입 및 이용안내(요약),0
2020년 2월 졸업/수료 심사 결과 조회 안내(Notification of February 2020 Graduation / Completion Approval Status),0
2019학년도 1학기 진료비공제 학생건강공제회 접수마감 안내,0
2020학년도 1학기 졸업예정자 복수전공 합격자 발표 만료,0
2020년 8월 졸업 신청 안내(Notices for August 2020 Graduation Application) [신청 마감 일자 변경],0
졸업앨범 미촬영자 앨범비 환불신청 안내(신촌캠 학부생) ,0
성신여자대학교 2020학년도 1학기 학점교류 수학안내 만료 ,0
"(재조정, 4/6)2020-1학기 외국인/재외국민 신(편)입생 학생증 발급 ",0
"(재조정, 4/6)2020-1학기 내국인 신(편)입생 학생증 발급",0
2020학년도 1학기 국내대학 교환학생(타대생) 학사안내 만료,0
새학기 교재 및 문구 생활협동조합 온라인몰 이용안내,0
2020-1학기 연세대학교 글로벌인재대학 신입생 학사지도 자료집,0
2019학년도 2학기 학부 강의정보 공유 설문 결과 조회 안내 만료,0
"2020년도 육군 학군사관후보생(예비후보생) 61, 62기 모집안내",0
2020학번 RC 사회참여[SE] 교과 졸업요건 면제 안내 만료,0
한남대학교 2020학년도 1학기 국내대학 학점교류 수학 안내 만료,0
"2020년 8월 졸업신청 안내 Notices for August 2020 Graduation Application [학사학위수료자 대상  for student in the state of ""Completion of Bachelor's Degree""]",0
2020학년도 1학기 국제캠퍼스 기숙사(송도학사) 입사 일정 재연기,0
2020학년도 1학기 학부 수강변경 추가 실시 안내 만료 ,0
2020학년도 1학기 학부 수강인원 미달 최종폐강 교과목 안내 만료,0
2020년 8월 조기졸업 신청 안내(Early graduation Application Period for 2020 August Graduation),0
[시설처]난방중지 안내,0
"(재조정, 4/6)2020-1학기 신(편)입생 학생증 수령일 추가 변경",0
2020-1학기 분할납부 4회 신청자 2차 납부(4-2 Tuition installment payment guideline) 만료,0
2020학년도 1학기 학부 수강과목 철회 안내 만료 신촌/국제,0
[일정변경]등록금 전액반환 기준일 변경 안내 만료,0
2020학년도 여름 계절제 수업 안내 (학부) - 비대면·온라인강의 운영 안내 추가 만료,0
"2020-1학기 신촌캠퍼스 생활관 입사 추가 연기 안내(2020-1st Semester, Additional Changes of Move-in Dates of Sinchon Campus Dormitories",0
학생 상해보험 제도 안내,0
2020학년도 1학기 학부 수강과목 변경 안내 [기간 연장] 만료,0
2020학년도 여름 계절제 수강 희망 교과목 수요조사 안내 (일정 변경) 만료,0
2020학년도 1학기 학생건강공제회 추가가입(신촌/국제) 안내,0
2020년 8월 졸업신청 확인 및 변경 안내(Application for Changing Graduation Plan in August 2020),0
서울대학교 2020학년도 여름학기 국내대학 학점 교류 수학 안내 만료,0
2020학년도 2학기 캠퍼스내 소속변경 전형 안내,0
2020-1학기 분할납부 4월 등록일정 안내 만료,0
2020학년도 1학기 일반휴학(가사/질병)의 휴학연한 미산입,0
2020-1학기 분할납부 4회 신청자 4차 납부(4-4 Tuition installment payment guideline) 만료,0
2020년도 「은퇴교수의 날」 행사 연기 안내 만료,0
2020년도 육군 학군사관후보생(예비후보생) 모집안내,0
"2020-1학기 신촌캠퍼스 생활관 기선발자 추가 입사 안내(2020-1st Semester,  Sinchon Campus Dormitories Additional Move-in Guide(limited to the previously selected residents))",0
2020학년도 2학기 재입학 일반전형 안내(Re-Admission Application Guidelines - General Round for 2020 2nd semester),0
2021학년도 교직과정 이수예정자 선발: 4. 29.(수) ~ 5. 7.(목) 만료,0
울산과학기술원 2020학년도 여름 계절학기 국내대학 학점교류 수학 안내 만료,0
2020학년도 2학기 재입학 특별전형 안내(Re-Admission Application Guidelines - Special Round for 2020 2nd semester),0
2020-1학기 외국인/재외국민 신/편입생 학생증 배부 유보(5/8),0
울산대학교 2020학년도 여름 계절학기 국내대학 학점교류 수학안내 만료,0
전주대학교 2020학년도 여름 계절학기 국내대학 학점 교류 수학 안내 만료,0
2020-1학기 졸업앨범 촬영 일정 안내,0
영남대학교 2020학년도 여름 계절학기 국내대학 학점 교류 수학 안내 만료,0
2020학년도 하절기 냉방실시계획 안내,0
2020-1학기 내국인 신/편입생 학생증 배부 유보(5/8),0
2020학년도 여름 계절제수업 폐강 과목 안내(1차) 만료,0
2020학년도 여름 계절제수업 국내대학 교환학생(타대생) 학사안내,0
중앙대학교 2020학년도 여름 계절학기 국내대학 학점교류 수학 안내 만료,0
2020-2학기 전공신청 및 전공진입 확인 기간 안내 ,0
이화여자대학교 2020학년도 여름 계절학기 국내대학 학점교류 수학안내 만료,0
서강대학교 2020학년도 여름 계절학기 국내교환 학점교류 수학안내 만료,0
2020년 8월 교원자격증 발급 신청: 5. 29.(금) ~ 6. 4.(목) 만료,0
한국외국어대학교 2020학년도 여름 계절학기 국내교환 학점교류 수학안내 만료,0
고려대학교 2020학년도 여름학기 국내교환 학점교류 수학안내 만료,0
성신여자대학교 2020학년도 여름 계절학기 학점교류 수학안내 만료,0
2020학년도 2학기 캠퍼스내 복수전공 신청 안내 만료,0
2020학년도 2학기 졸업예정자 복수전공 신청 안내 만료,0
2020학년도 2학기 캠퍼스내 연계전공 신청 안내 만료,0
2020학년도 여름 계절제수업 최종 폐강 과목 안내 만료,0
2020학년도 1학기 학부 성적 확인 안내 만료,0
2020학년도 여름 계절제수업 추가개설 안내,0
"[생활관] 2020학년도 여름 계절제 대면수업 수강생 대상 신촌캠퍼스 생활관(무악1,2학사) 입사 신청 안내",0
2020학년도 1학기 학부 강의정보 공유를 위한 설문 실시 안내 만료,0
2020-2 전문/특수대학원 등록금 분할납부 신청안내(Tuition Installment Plan for Special & Professional grad) 만료,0
2020년 8월 졸업신청 최종 변경 안내(Last Application Period for August 2020 Graduation) 만료,0
한남대학교  2020학년도 여름 계절학기 국내대학 학점교류 수학안내 만료,0
2020학년도 2학기 학부 수업방식 안내 만료,0
2020-2 학부/일반대학원 등록금 분할납부 신청안내(Tuition Installment Plan for Undergrad & General grad) 만료,0
2020학년도 여름 계절제수업 추가 등록안내 ,0
한국과학기술원 2020학년도 여름 계절학기 국내교환 학점교류 수학 안내 만료,0
2020학년도 1학기 학부 강의정보 공유 설문 결과 조회 안내,0
서울대학교 2020학년도 2학기 국내대학 학점 교류 수학 안내 만료,0
2020-2학기 일반대학원 신입생 등록안내 만료,0
2020학년도 2학기 학부 휴학 및 복학 신청 안내 / Notice for Fall 2020 Semester Leave&Return,0
2020-2학기 전문/특수대학원 신입생 등록안내,0
영남대학교 2020학년도 2학기 국내대학 학점 교류 수학 안내 만료,0
울산과학기술원 2020학년도 2학기 국내대학 학점교류 수학 안내 만료,0
2020학년도 2학기 학부 수강신청 안내 만료,0
울산대학교 2020학년도 2학기 국내대학 학점교류 수학안내 만료,0
한국외국어대학교 2020학년도 2학기 국내교환 학점교류 수학안내,0
2020학년도 2학기 일반휴학(가사/질병)의 휴학연한 미산입 / Notice Regarding Leave of Absence for Fall Semester due to COVID-19,0
2020-2학기 재학생 등록 안내(Registration Guideline for current students) 만료,0
2020학년도 여름 계절제 학부 강의정보 공유를 위한 설문 실시 안내,0
성균관대학교 2020학년도 2학기 국내대학 학점 교류 수학 안내 만료,0
고려대학교 2020학년도 2학기 국내교환 학점교류 수학안내 만료,0
학사경고자 학사지도 안내(Academic Advising for Academic Warning Recipients),0
중앙대학교 2020학년도 2학기 국내대학 학점교류 수학 안내 만료,0
"2020-2학기 기숙사비 납부 안내 -무악학사, 우정원, 법현학사-  (2020-2nd Dormitory Payment Guide for 2020-1st Dormitory Students  -Muak, Woojungwon, Beophyeon-)",0
2020년 8월 졸업/수료 심사 결과 조회 안내(Notification of August 2020 Graduation / Completion Approval Status),0
이화여자대학교 2020학년도 2학기 국내대학 학점교류 수학안내 만료,0
"2020-2학기 신촌캠퍼스 생활관 입사 일정 (2020-2nd Semester Dormitory Application Guide, Sinchon Campus)",0
2021년 2월 졸업 신청 안내(Notices for February 2021 Graduation Application),0
2020-2학기 외국인/재외국민 대학(원) 신(편)입생 학생증 발급,0
2020학년도 2학기 내국인 대학(원) 신(편)입생 학생증 발급,0
졸업앨범 미촬영자 앨범비 환불신청 안내(신촌캠 학부생),0
2020년 2월・8월 졸업자 온라인 학위수여식 및 학위가운 대여 안내_공지수정 만료,0
서강대학교 2020학년도 2학기 국내교환 학점교류 수학안내,0
2019학년도 2학기 진료비공제 학생건강공제회 접수 마감 안내,0
성신여자대학교 2020학년도 2학기 학점교류 수학안내 만료,0
2020학년도 2학기 학생건강공제회 가입 및 이용안내(요약),0
2020-2학기 점심나눔 신청 안내 만료,0
2020학년도 2학기 선택교양 일몰 교과목 재수강 지정 목록 및 신청 안내,0
"2020-2학기 신촌캠퍼스 생활관 신규입사 신청안내 [무악1,2,3학사 / 우정원 / 법현학사] - 내국인 (Korean Students)",0
2020학년도 2학기 국내대학 교환학생(타대생) 학사안내,0
한남대학교 2020학년도 2학기 국내대학 학점교류 수학안내 만료,0
2020-2학기 신(편)입생 학생증 배부 유보 안내,0
학생 상해보험 제도 안내,0
한국과학기술원 2020학년도 2학기 국내교환 학점교류 수학 안내 만료,0
2020학년도 2학기 학부 수강인원 미달 폐강 교과목 안내,0
2021년 2월 조기졸업 신청 안내  Early Graduation Application Period for 2021 February Graduation,0
2020-2학기 신촌캠퍼스 생활관 입사 무기한 연기 안내 ((TBC) Move-in Date of Sinchon Campus Dormitories)),0
"2021년 2월 졸업신청 안내 Notices for February 2021 Graduation Application [학사학위수료자 대상 for students in the state of ""Completion of Bachelor's Degree""] ",0
[납부기간연장]2020-2학기 졸업앨범 추가 촬영 일정 및 앨범비 납부 안내,0
2020-2학기 분할납부 4회 신청자 2차 납부(4-2 Tuition installment payment guidelines),0
재난위기학기 수강철회 특례제도 안내(Course Withdrawal for Emergency) 만료,0
냉방중지 안내,0
2020학년도 겨울 계절제 수강 희망 교과목 수요조사 실시 안내,0
2020학년도 2학기 학부 수강과목 철회 안내(Course Withdrawal for 2020 Fall Semester) 만료,0
2020학년도 2학기 학부 수강인원 미달 최종 폐강 교과목 안내,0
2020-2학기 분할납부 10월 등록일정 안내 만료,0
2021학년도 1학기 캠퍼스내 소속변경 전형 안내,0
제20회 언더우드선교상 시상식 개최 안내,1
2020학년도 2학기 학부 강의정보 공유를 위한 설문 실시 안내 만료,0
2021년 2월 졸업신청 확인 및 변경 안내(Application for Changing Graduation Plan in February 2021),0
2020학년도 겨울 계절제 수업 안내(학부)-비대면·온라인 강의 안내 및 개설과목 강의시간표 추가 만료,0
서울대학교 2020학년도 겨울학기 국내대학 학점 교류 수학 안내 만료,0
2020-2학기 분할납부 4회 신청자 4차 납부(4-4 Tuition installment payment guideline) 만료,0
2021학년도 교직과정 이수예정자 추가 선발: 11. 3.(화) ~ 11. 9.(월) 만료,0
"2020학년도 2학기 신촌캠퍼스 생활관 입사신청안내 [무악1,2,3학사 / 우정원 / 법현학사] ",0
교내(신촌캠퍼스) 전체 순간정전 안내,0
이화여자대학교 2020학년도 겨울 계절학기 국내대학 학점교류 수학안내 만료,0
울산대학교 2020학년도 겨울 계절학기 국내대학 학점교류 수학안내 만료,0
고려대학교  2020학년도 겨울학기 국내교환 학점교류 수학안내 만료 ,0
계명대학교 2020학년도 겨울 계절학기 국내대학 학점교류 수학 안내 만료,0
연세대학교 서울/국제캠퍼스 강사 공개채용 공고 만료,0
영남대학교 2020학년도 겨울 계절학기 국내대학 학점 교류 수학 안내 만료,0
연세대학교 간호대학 학사편입 온라인 설명회,0
성균관대학교 2020학년도 겨울 계절학기 국내대학 학점 교류 수학 안내 만료,0
교내 정보시스템 일시 중지 안내,0
2020학년도 동절기 난방시행계획 안내,0
연세대학교 서울/국제캠퍼스 비전임교원 공개채용 공고 만료,0
2021-1 재입학 전형 안내(Re-Admission Application for Spring Semester 2021)[접수관련 추가 공지],0
울산과학기술원 2020학년도 겨울 계절학기 국내대학 학점교류 수학 안내 만료,0
한국외국어대학교 2020학년도 겨울 계절학기 국내교환 학점교류 수학안내 만료,0
2020학년도 겨울 계절제수업 국내대학 교환학생(타대생) 학사안내,0
중앙대학교 2020학년도 겨울 계절학기 국내대학 학점교류 수학,0
2020학년도 2학기 신촌셔틀버스 및 국제캠퍼스 셔틀버스 운행 안내(운행기간 연장),0
서강대학교 2020학년도 겨울 계절학기 국내교환 학점교류 수학안내 만료,0
장애 인식개선 교육 이수하고 '에어팟'이랑 '연세후드티' 받자~!,0
2021학년도 캠퍼스간 소속변경 전형 요강 (접수 관련 추가 공지),0
폐지된 선택교양 교과목에 대한 2020학년도 계절제 재수강 처리 안내 만료,0
전주대학교 2020학년도 겨울 계절학기 국내대학 학점 교류 수학 안내 만료,0
성신여자대학교 2020학년도 겨울 계절학기 학점교류 수학안내 만료,0
2021학년도 1학기 졸업예정자 복수전공 신청 안내 [지원서류 접수 관련 추가 공지],0
"논술시험 12월 7일, 12월 8일 신촌 셔틀버스와 국제캠퍼스 셔틀버스  운행 안내",0
한남대학교 2020학년도 겨울 계절학기 국내대학 학점교류 수학안내,0
2020학년도 겨울 계절제 수업 폐강 과목 안내(1차),0
2020학년도 겨울 계절제 수업 공학수학(2) 추가 개설 안내,0
2020학년도 겨울 계절제 수업 공학물리학및실험(2) 추가 개설 안내,0
2021년 2월 교원자격증 발급 신청: 12. 2.(수) ~ 12. 8.(화),0
2020학도 겨울방학 신규 입사신청 안내,0
한국과학기술원 2020학년도 겨울 계절학기 국내교환 학점교류 수학 안내,0
2023-1 학부/일반대학원 등록금 분할납부 신청안내(Tuition Installment Plan for Undergrad & General Grad) 만료,0
2021학년도 1학기 캠퍼스내 복수전공 전형 안내,0
2020학년도 겨울 계절제 수업 추가 등록 안내,0
2021-1학기 전공신청 및 전공진입 절차 변경사항 안내,0
[경제대학원] 연세-네이버클라우드 데이터사이언스 교육과정 안내,0
2020학년도 재학생 만족도 조사 / Student Satisfaction Survey 2020,0
강의정보 공유 설문 일시 정지 안내,0
2020학년도 2학기 학부 성적 확인 안내,0
2021년 2월 졸업신청 최종 변경 안내 (Final Application for Changing Graduation Plan in February 2021),0
2021-1학기 전문/특수대학원 신입생 등록 안내 만료,0
2023-1 전문/특수대학원 등록금 분할납부 신청안내(Tuition Installment Plan for Special & Professional grad) 만료,0
2020-1학기 코로나19 특별장학금 신청 안내 / 2020-1st Semester COVID-19 Special Scholarship Application Guidelines,0
2021년 국가직 지역인재 7급 수습직원 선발시험 대상자 추천 접수,1
서울대학교 2021학년도 1학기 학부 국내대학 학점 교류 수학 안내 만료,0
2021학년도 1학기 신촌캠퍼스 생활관 입사 신청 / 2021-1st semester  Sinchon Campus Dormitory Application Guide,0
2021-1학기 일반대학원 신입생 등록 안내 만료,0
울산대학교 2021학년도 1학기 국내대학 학점교류 수학안내 만료,0
2020년 겨울방학 신촌캠퍼스 셔틀버스 운행시간,0
2021학년도 1학기 캠퍼스내 연계전공 신청 안내,0
성균관대학교 2021학년도 1학기 학부 국내대학 학점 교류 수학 안내 만료,0
2020년 겨울방학 기간 국제캠퍼스 셔틀버스 운행시간표,0
2020학년도 연말정산용 교육비납입증명서 발급 안내 만료,0
한국과학기술원 2021학년도 1학기 국내교환 학점교류 수학 안내,0
중앙대학교 2021학년도 1학기 국내대학 학점교류 수학 안내 만료,0
2020학년도 2학기 학부 강의정보 공유 설문 결과 조회 안내,0
고려대학교 2021학년도 1학기 국내교환 학점교류 수학안내 만료,0
2020학년도 겨울 계절제 학부 강의정보 공유를 위한 설문 실시 안내,0
울산과학기술원 2021학년도 1학기 국내대학 학점교류 수학 안내 만료,0
2021학년도 1학기 학부 수업방식 및 수강신청 안내,0
2021학년도 1학기 학부 휴학 및 복학 신청 안내 / Notice for Spring 2021 Semester Leave&Return,0
계명대학교 2021학년도 1학기 국내대학 학점교류 수학 안내 만료,0
2021학년도 1학기 군 복무 중 학점취득 원격강좌(군강좌) 수강 안내,0
학사경고자 학사지도 안내 (Academic Advising for Academic Warning Recipients) ,0
한국외국어대학교 2021학년도 1학기 국내교환 학점교류 수학안내 만료,0
청년 주거급여 분리지급 사업 안내,0
YDEC 겨울방학 특강 안내,0
영남대학교 2021학년도 1학기 국내대학 학점 교류 수학 안내 만료,0
이화여자대학교 2021학년도 1학기 국내대학 학점교류 수학안내,0
성신여자대학교 2021학년도 1학기 학점교류 수학안내 만료,0
YDEC 겨울방학 특강 Part 5: 목표관리 & 강의노트 편,0
